date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:05:03	110/110	---M-Z	200	added ('OK')	text/plain	etag:%223257-1767616215;gz%22	https://www.sabourg.it/robots.txt		(from )
23:05:03	250444/250444	---M-Z	200	added ('OK')	text/html	etag:%223240-1767609247;gz%22	https://www.sabourg.it/	C:/My%20Web%20Sites/https___www.sabourg.it_/www.sabourg.it/index.html	(from )
23:05:03	320/320	---M-Z	200	added ('OK')	image/svg+xml	etag:%2282181257-1768079108;gz%22	https://www.sabourg.it/wp-content/themes/dt-the7-0/images/x-lg.svg	C:/My%20Web%20Sites/https___www.sabourg.it_/www.sabourg.it/wp-content/themes/dt-the7-0/images/x-lg.svg	(from https://www.sabourg.it/)
23:05:04	687/687	---M-Z	200	added ('OK')	image/svg+xml	etag:%2282181258-1768079108;gz%22	https://www.sabourg.it/wp-content/themes/dt-the7-0/images/the7-share-fill.svg	C:/My%20Web%20Sites/https___www.sabourg.it_/www.sabourg.it/wp-content/themes/dt-the7-0/images/the7-share-fill.svg	(from https://www.sabourg.it/)
23:05:04	649/649	---M-Z	200	added ('OK')	image/svg+xml	etag:%2282181259-1768079108;gz%22	https://www.sabourg.it/wp-content/themes/dt-the7-0/images/the7-chevron-left.svg	C:/My%20Web%20Sites/https___www.sabourg.it_/www.sabourg.it/wp-content/themes/dt-the7-0/images/the7-chevron-left.svg	(from https://www.sabourg.it/)
23:05:04	643/643	---M-Z	200	added ('OK')	image/svg+xml	etag:%2282181260-1768079109;gz%22	https://www.sabourg.it/wp-content/themes/dt-the7-0/images/the7-chevron-right.svg	C:/My%20Web%20Sites/https___www.sabourg.it_/www.sabourg.it/wp-content/themes/dt-the7-0/images/the7-chevron-right.svg	(from https://www.sabourg.it/)
23:05:04	578/578	---MCZ	200	added ('OK')	image/svg+xml	etag:%2282170351-1768065010;gz%22	https://www.sabourg.it/wp-content/themes/dt-the7-0/images/the7-chevron-side.svg	C:/My%20Web%20Sites/https___www.sabourg.it_/www.sabourg.it/wp-content/themes/dt-the7-0/images/the7-chevron-side.svg	(from https://www.sabourg.it/)
23:05:05	80587/80587	---M-Z	200	added ('OK')	text/css	etag:%2282181261-1768079109;gz%22	https://www.sabourg.it/wp-content/litespeed/ucss/3007e9fd2dc8a06a57ab96a0a882333b.css?ver=f38fd	C:/My%20Web%20Sites/https___www.sabourg.it_/www.sabourg.it/wp-content/litespeed/ucss/3007e9fd2dc8a06a57ab96a0a882333b3a0d.css	(from https://www.sabourg.it/)
23:05:05	1353/1353	---M-Z	200	added ('OK')	application/javascript	etag:%2282181263-1768079109;gz%22	https://www.sabourg.it/wp-content/plugins/litespeed-cache/assets/js/css_async.min.js	C:/My%20Web%20Sites/https___www.sabourg.it_/www.sabourg.it/wp-content/plugins/litespeed-cache/assets/js/css_async.min.js	(from https://www.sabourg.it/)
23:05:05	876/876	---M-Z	200	added ('OK')	application/rss+xml	etag:%22ea7471f37bd50b2154ebd8f54daab556%22	https://www.sabourg.it/feed/	C:/My%20Web%20Sites/https___www.sabourg.it_/www.sabourg.it/feed/index.html	(from https://www.sabourg.it/)
