date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:54:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Jan%202026%2020:54:17%20GMT	https://www.sabourg.com/?p=1423	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/indexed0f.html	(from https://www.sabourg.com/2025/10/01/sofferenza-e-liberazione-en-avant-premiere-a-monaco/)
22:54:13	2600/2600	---M-Z	200	added ('OK')	application/json	etag:%224529-1768078457;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F07%2F26%2Ffete-en-lhonneur-de-sainte-marie-de-magdala%2F	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embedf7ca.json	(from https://www.sabourg.com/2025/07/26/fete-en-lhonneur-de-sainte-marie-de-magdala/)
22:54:13	2779/2779	---M-Z	200	added ('OK')	text/xml	etag:%224530-1768078457;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F07%2F26%2Ffete-en-lhonneur-de-sainte-marie-de-magdala%2F&format=xml	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embed817e	(from https://www.sabourg.com/2025/07/26/fete-en-lhonneur-de-sainte-marie-de-magdala/)
22:54:13	4477/4477	---M-Z	200	added ('OK')	application/json	date:Sat,%2010%20Jan%202026%2020:54:18%20GMT	https://www.sabourg.com/wp-json/wp/v2/posts/1412	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/wp/v2/posts/1412.json	(from https://www.sabourg.com/2025/07/26/fete-en-lhonneur-de-sainte-marie-de-magdala/)
22:54:14	563992/563992	---M--	200	added ('OK')	image/jpeg	etag:%2282180683-1768078458;;;%22	https://www.sabourg.com/wp-content/uploads/2025/07/d30b4d0b-4922-4c63-9c8b-2f23002ba978.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/07/d30b4d0b-4922-4c63-9c8b-2f23002ba978.jpg	(from https://www.sabourg.com/2025/07/26/fete-en-lhonneur-de-sainte-marie-de-magdala/)
22:54:14	207899/207899	---M--	200	added ('OK')	image/jpeg	etag:%2282180685-1768078458;;;%22	https://www.sabourg.com/wp-content/uploads/2025/07/63ba05a9-5e1d-44fd-921e-33ea505d305c-768x1024.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/07/63ba05a9-5e1d-44fd-921e-33ea505d305c-768x1024.jpg	(from https://www.sabourg.com/2025/07/26/fete-en-lhonneur-de-sainte-marie-de-magdala/)
22:54:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Jan%202026%2020:54:18%20GMT	https://www.sabourg.com/?p=1412	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/index83ef.html	(from https://www.sabourg.com/2025/07/26/fete-en-lhonneur-de-sainte-marie-de-magdala/)
22:54:14	2572/2572	---M-Z	200	added ('OK')	application/json	etag:%224531-1768078458;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F06%2F06%2Fde-la-chine-technologie-et-spiritualite%2F	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embed358c.json	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:14	2751/2751	---M-Z	200	added ('OK')	text/xml	etag:%224532-1768078459;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F06%2F06%2Fde-la-chine-technologie-et-spiritualite%2F&format=xml	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embed4627	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:15	18050/18050	---MCZ	200	added ('OK')	application/json	date:Sat,%2010%20Jan%202026%2020:54:19%20GMT	https://www.sabourg.com/wp-json/wp/v2/posts/1379	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/wp/v2/posts/1379.json	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:15	179951/179951	---M--	200	added ('OK')	image/jpeg	etag:%2282180686-1768078459;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_90d2e7c5.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_90d2e7c5.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:15	352023/352023	---M--	200	added ('OK')	image/jpeg	etag:%2282180687-1768078459;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-06-ore-18.55.51_22d3f458-1.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-06-ore-18.55.51_22d3f458-1.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:15	62043/62043	---M--	200	added ('OK')	image/jpeg	etag:%2282180688-1768078460;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.48.20_039ab896-1-724x1024.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.48.20_039ab896-1-724x1024.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:15	132113/132113	---M--	200	added ('OK')	image/jpeg	etag:%2282180689-1768078460;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-06-ore-18.55.51_22d3f458-1-1024x768.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-06-ore-18.55.51_22d3f458-1-1024x768.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:16	268003/268003	---M--	200	added ('OK')	image/jpeg	etag:%2282180690-1768078460;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_56f058de-1.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_56f058de-1.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Jan%202026%2020:54:20%20GMT	https://www.sabourg.com/?p=1379	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/index876b.html	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:16	139108/139108	---M--	200	added ('OK')	image/jpeg	etag:%2282180692-1768078461;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_56f058de-1-1024x768.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_56f058de-1-1024x768.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:16	233328/233328	---M--	200	added ('OK')	image/jpeg	etag:%2282180693-1768078461;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_48a42d00-1.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_48a42d00-1.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:16	123837/123837	---M--	200	added ('OK')	image/jpeg	etag:%2282180694-1768078461;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_48a42d00-1-682x1024.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_48a42d00-1-682x1024.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:17	101975/101975	---M--	200	added ('OK')	image/jpeg	etag:%2282180695-1768078461;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_90d2e7c5-1-1024x576.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_90d2e7c5-1-1024x576.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:17	220801/220801	---M--	200	added ('OK')	image/jpeg	etag:%2282180696-1768078461;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_93ad44db-1.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_93ad44db-1.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:17	116163/116163	---M--	200	added ('OK')	image/jpeg	etag:%2282180697-1768078462;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_93ad44db-1-1024x576.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-16.47.13_93ad44db-1-1024x576.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:17	285753/285753	---M--	200	added ('OK')	image/jpeg	etag:%2282180698-1768078462;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-17.07.22_60546f6e-1.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-17.07.22_60546f6e-1.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:18	158934/158934	---M--	200	added ('OK')	image/jpeg	etag:%2282180699-1768078462;;;%22	https://www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-17.07.22_60546f6e-1-1024x768.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/06/Immagine-WhatsApp-2025-06-04-ore-17.07.22_60546f6e-1-1024x768.jpg	(from https://www.sabourg.com/2025/06/06/de-la-chine-technologie-et-spiritualite/)
22:54:19	2622/2622	---M-Z	200	added ('OK')	application/json	etag:%224533-1768078463;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F05%2F22%2Fau-gabon-pour-donner-dignite-et-avenir-aux-jeunes%2F	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embed7b68.json	(from https://www.sabourg.com/2025/05/22/au-gabon-pour-donner-dignite-et-avenir-aux-jeunes/)
22:54:19	2801/2801	---M-Z	200	added ('OK')	text/xml	etag:%224534-1768078464;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F05%2F22%2Fau-gabon-pour-donner-dignite-et-avenir-aux-jeunes%2F&format=xml	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embed001f	(from https://www.sabourg.com/2025/05/22/au-gabon-pour-donner-dignite-et-avenir-aux-jeunes/)
22:54:19	7543/7543	---M-Z	200	added ('OK')	application/json	date:Sat,%2010%20Jan%202026%2020:54:24%20GMT	https://www.sabourg.com/wp-json/wp/v2/posts/1365	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/wp/v2/posts/1365.json	(from https://www.sabourg.com/2025/05/22/au-gabon-pour-donner-dignite-et-avenir-aux-jeunes/)
22:54:20	41873/41873	---M--	200	added ('OK')	image/jpeg	etag:%2282180700-1768078464;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-07-ore-14.21.02_af685c2b.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-07-ore-14.21.02_af685c2b.jpg	(from https://www.sabourg.com/2025/05/22/au-gabon-pour-donner-dignite-et-avenir-aux-jeunes/)
22:54:20	50828/50828	---M--	200	added ('OK')	image/jpeg	etag:%2282180702-1768078464;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-07-ore-14.21.02_bc3b7f09-1.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-07-ore-14.21.02_bc3b7f09-1.jpg	(from https://www.sabourg.com/2025/05/22/au-gabon-pour-donner-dignite-et-avenir-aux-jeunes/)
22:54:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Jan%202026%2020:54:24%20GMT	https://www.sabourg.com/?p=1365	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/index4c94.html	(from https://www.sabourg.com/2025/05/22/au-gabon-pour-donner-dignite-et-avenir-aux-jeunes/)
22:54:20	58587/58587	---M--	200	added ('OK')	image/jpeg	etag:%2282180704-1768078465;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-07-ore-14.21.02_af685c2b-1-1024x683.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-07-ore-14.21.02_af685c2b-1-1024x683.jpg	(from https://www.sabourg.com/2025/05/22/au-gabon-pour-donner-dignite-et-avenir-aux-jeunes/)
22:54:20	637/637	---M-Z	200	added ('OK')	application/json	date:Sat,%2010%20Jan%202026%2020:54:25%20GMT	https://www.sabourg.com/wp-json/wp/v2/categories/55	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/wp/v2/categories/55.json	(from https://www.sabourg.com/category/diplomatie/)
22:54:21	12883/12883	---M--	200	added ('OK')	image/jpeg	etag:%2282180705-1768078465;;;%22	https://www.sabourg.com/wp-content/uploads/2025/04/pope-francis-707390_1920-390x220.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/04/pope-francis-707390_1920-390x220.jpg	(from https://www.sabourg.com/category/diplomatie/)
22:54:21	70765/70765	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c60a512227704ae9c3c534a0f7582efb%22	https://www.sabourg.com/category/diplomatie/feed/	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/category/diplomatie/feed/index.html	(from https://www.sabourg.com/category/diplomatie/)
22:54:21	85051/85051	---M-Z	200	added ('OK')	text/html	etag:%224088-1767808353;gz%22	https://www.sabourg.com/author/admin/	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/author/admin/index.html	(from https://www.sabourg.com/category/diplomatie/)
22:54:21	21156/21156	---M--	200	added ('OK')	image/jpeg	etag:%2282180706-1768078466;;;%22	https://www.sabourg.com/wp-content/uploads/2025/03/473533162_940501848171708_8010719105155063463_n-1-390x220.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/03/473533162_940501848171708_8010719105155063463_n-1-390x220.jpg	(from https://www.sabourg.com/category/diplomatie/)
22:54:21	21223/21223	---M--	200	added ('OK')	image/jpeg	etag:%2282180707-1768078466;;;%22	https://www.sabourg.com/wp-content/uploads/2025/01/Immagine-WhatsApp-2025-01-22-ore-22.50.05_f35b0a4b-390x220.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/01/Immagine-WhatsApp-2025-01-22-ore-22.50.05_f35b0a4b-390x220.jpg	(from https://www.sabourg.com/category/diplomatie/)
22:54:23	132444/132444	---M--	200	added ('OK')	image/png	etag:%2282180708-1768078466;;;%22	https://www.sabourg.com/wp-content/uploads/2025/03/guinea-5-390x220.png	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/03/guinea-5-390x220.png	(from https://www.sabourg.com/category/diplomatie/)
22:54:23	83551/83551	---MCZ	200	added ('OK')	text/html	etag:%223985-1767749725;gz%22	https://www.sabourg.com/2025/01/15/le-prince-abbe-de-sabourg-invite-dhonneur-a-linvestiture-officielle-du-president-de-la-republique-du-mozambique/	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/2025/01/15/le-prince-abbe-de-sabourg-invite-dhonneur-a-linvestiture-officielle-du-president-de-la-republique-du-mozambique/index.html	(from https://www.sabourg.com/category/diplomatie/)
22:54:23	94288/94288	---MCZ	200	added ('OK')	text/html	etag:%223641-1767648816;gz%22	https://www.sabourg.com/2025/01/22/le-prince-abbe-de-sabourg-recu-officiellement-par-le-premier-ministre-de-guinee-conakry/	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/2025/01/22/le-prince-abbe-de-sabourg-recu-officiellement-par-le-premier-ministre-de-guinee-conakry/index.html	(from https://www.sabourg.com/category/diplomatie/)
22:54:23	2663/2663	---M-Z	200	added ('OK')	application/json	etag:%224535-1768078468;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F05%2F21%2Fconsentement-des-etats-dafrique-centrale-a-sabourg%2F	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embed4123.json	(from https://www.sabourg.com/2025/05/21/consentement-des-etats-dafrique-centrale-a-sabourg/)
22:54:24	97315/97315	---MCZ	200	added ('OK')	text/html	etag:%223303-1767640480;gz%22	https://www.sabourg.com/2024/12/13/le-prince-abbe-de-sabourg-recu-en-tant-que-chef-detat-en-afrique/	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/2024/12/13/le-prince-abbe-de-sabourg-recu-en-tant-que-chef-detat-en-afrique/index.html	(from https://www.sabourg.com/category/diplomatie/)
22:54:24	2842/2842	---M-Z	200	added ('OK')	text/xml	etag:%224536-1768078468;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F05%2F21%2Fconsentement-des-etats-dafrique-centrale-a-sabourg%2F&format=xml	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embed1cc1	(from https://www.sabourg.com/2025/05/21/consentement-des-etats-dafrique-centrale-a-sabourg/)
22:54:24	12436/12436	---MCZ	200	added ('OK')	application/json	date:Sat,%2010%20Jan%202026%2020:54:28%20GMT	https://www.sabourg.com/wp-json/wp/v2/posts/1352	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/wp/v2/posts/1352.json	(from https://www.sabourg.com/2025/05/21/consentement-des-etats-dafrique-centrale-a-sabourg/)
22:54:24	267711/267711	---M--	200	added ('OK')	image/jpeg	etag:%2282180709-1768078469;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.21.56_9ff66641.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.21.56_9ff66641.jpg	(from https://www.sabourg.com/2025/05/21/consentement-des-etats-dafrique-centrale-a-sabourg/)
22:54:24	94974/94974	---M--	200	added ('OK')	image/jpeg	etag:%2282180710-1768078469;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.17.53_3684e64a-1-1024x768.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.17.53_3684e64a-1-1024x768.jpg	(from https://www.sabourg.com/2025/05/21/consentement-des-etats-dafrique-centrale-a-sabourg/)
22:54:24	89798/89798	---M--	200	added ('OK')	image/jpeg	etag:%2282180711-1768078469;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.18.31_64fa76cb-1-1024x768.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.18.31_64fa76cb-1-1024x768.jpg	(from https://www.sabourg.com/2025/05/21/consentement-des-etats-dafrique-centrale-a-sabourg/)
22:54:25	146231/146231	---M--	200	added ('OK')	image/jpeg	etag:%2282180712-1768078469;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.21.56_9ff66641-1-1024x768.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.21.56_9ff66641-1-1024x768.jpg	(from https://www.sabourg.com/2025/05/21/consentement-des-etats-dafrique-centrale-a-sabourg/)
22:54:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Jan%202026%2020:54:29%20GMT	https://www.sabourg.com/?p=1352	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/index8005.html	(from https://www.sabourg.com/2025/05/21/consentement-des-etats-dafrique-centrale-a-sabourg/)
22:54:25	97838/97838	---M--	200	added ('OK')	image/jpeg	etag:%2282180713-1768078469;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.22.33_fbfcef9c-1-1024x768.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.22.33_fbfcef9c-1-1024x768.jpg	(from https://www.sabourg.com/2025/05/21/consentement-des-etats-dafrique-centrale-a-sabourg/)
22:54:25	88962/88962	---M--	200	added ('OK')	image/jpeg	etag:%2282180715-1768078470;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.34.39_41ae99b4-1-1024x768.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/Immagine-WhatsApp-2025-05-14-ore-18.34.39_41ae99b4-1-1024x768.jpg	(from https://www.sabourg.com/2025/05/21/consentement-des-etats-dafrique-centrale-a-sabourg/)
22:54:25	2707/2707	---M-Z	200	added ('OK')	application/json	etag:%224537-1768078470;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F05%2F20%2Fa-leon-xiv-le-saint-esprit-inspira-le-premier-appel-au-peuple%2F	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embeded4e.json	(from https://www.sabourg.com/2025/05/20/a-leon-xiv-le-saint-esprit-inspira-le-premier-appel-au-peuple/)
22:54:26	2886/2886	---M-Z	200	added ('OK')	text/xml	etag:%224538-1768078470;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F05%2F20%2Fa-leon-xiv-le-saint-esprit-inspira-le-premier-appel-au-peuple%2F&format=xml	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embed73a9	(from https://www.sabourg.com/2025/05/20/a-leon-xiv-le-saint-esprit-inspira-le-premier-appel-au-peuple/)
22:54:26	4310/4310	---M-Z	200	added ('OK')	application/json	date:Sat,%2010%20Jan%202026%2020:54:31%20GMT	https://www.sabourg.com/wp-json/wp/v2/posts/1338	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/wp/v2/posts/1338.json	(from https://www.sabourg.com/2025/05/20/a-leon-xiv-le-saint-esprit-inspira-le-premier-appel-au-peuple/)
22:54:26	29546/29546	---M--	200	added ('OK')	image/webp	etag:%2282180716-1768078471;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/prevost-3-1.webp	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/prevost-3-1.webp	(from https://www.sabourg.com/2025/05/20/a-leon-xiv-le-saint-esprit-inspira-le-premier-appel-au-peuple/)
22:54:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Jan%202026%2020:54:31%20GMT	https://www.sabourg.com/?p=1338	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/indexc547.html	(from https://www.sabourg.com/2025/05/20/a-leon-xiv-le-saint-esprit-inspira-le-premier-appel-au-peuple/)
22:54:27	3086/3086	---M-Z	200	added ('OK')	application/json	etag:%224539-1768078471;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F05%2F06%2Fle-prince-abbe-giovanni-luca-present-a-la-ceremonie-dinvestiture-du-nouveau-president-elu-du-gabon-brice-clotaire-oligui-nguema%2F	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embed541c.json	(from https://www.sabourg.com/2025/05/06/le-prince-abbe-giovanni-luca-present-a-la-ceremonie-dinvestiture-du-nouveau-president-elu-du-gabon-brice-clotaire-oligui-nguema/)
22:54:27	3265/3265	---M-Z	200	added ('OK')	text/xml	etag:%224540-1768078471;gz%22	https://www.sabourg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.sabourg.com%2F2025%2F05%2F06%2Fle-prince-abbe-giovanni-luca-present-a-la-ceremonie-dinvestiture-du-nouveau-president-elu-du-gabon-brice-clotaire-oligui-nguema%2F&format=xml	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/oembed/1.0/embed37d3	(from https://www.sabourg.com/2025/05/06/le-prince-abbe-giovanni-luca-present-a-la-ceremonie-dinvestiture-du-nouveau-president-elu-du-gabon-brice-clotaire-oligui-nguema/)
22:54:27	5355/5355	---M-Z	200	added ('OK')	application/json	date:Sat,%2010%20Jan%202026%2020:54:32%20GMT	https://www.sabourg.com/wp-json/wp/v2/posts/1320	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-json/wp/v2/posts/1320.json	(from https://www.sabourg.com/2025/05/06/le-prince-abbe-giovanni-luca-present-a-la-ceremonie-dinvestiture-du-nouveau-president-elu-du-gabon-brice-clotaire-oligui-nguema/)
22:54:27	269099/269099	---M--	200	added ('OK')	image/jpeg	etag:%2282180717-1768078472;;;%22	https://www.sabourg.com/wp-content/uploads/2025/05/1000196481.jpg	C:/My%20Web%20Sites/https___www.sabourg.com_/www.sabourg.com/wp-content/uploads/2025/05/1000196481.jpg	(from https://www.sabourg.com/2025/05/06/le-prince-abbe-giovanni-luca-present-a-la-ceremonie-dinvestiture-du-nouveau-president-elu-du-gabon-brice-clotaire-oligui-nguema/)
